tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2020-12-15,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,5492,4535,82,0,0,0,0,0,0,0,0,0,0,113,0,0,
2020-12-15,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,780,766,12,0,0,0,0,0,0,0,0,0,0,0,2,0,
2020-12-15,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,757,644,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-15,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,4031,2838,112,0,0,0,0,0,0,0,0,0,0,93,0,3,
2020-12-15,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,735,667,15,0,0,0,0,0,0,0,0,0,0,0,175,0,
2020-12-15,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,439,362,10,0,0,0,0,0,0,0,0,0,0,38,11,0,
2020-12-16,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,1116,1033,13,0,0,0,0,0,0,0,0,0,0,8,0,0,
2020-12-16,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,708,490,16,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-12-16,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,473,453,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-16,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,1457,1165,33,0,0,0,0,0,0,0,0,0,0,64,29,0,
2020-12-16,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,1002,972,28,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-16,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,197,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-16,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,1054,628,29,0,0,0,0,0,0,0,0,0,0,5,58,0,
2020-12-16,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,1089,786,13,0,0,0,0,0,0,0,0,0,0,29,41,0,
2020-12-16,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,3166,2305,25,0,0,0,0,0,0,0,0,0,0,159,0,0,
2020-12-16,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,2195,1583,31,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-12-16,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,262,205,10,0,0,0,0,0,0,0,0,0,0,1,7,0,
2020-12-16,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,11259,10237,138,0,0,0,0,0,0,0,0,0,0,184,451,0,
2020-12-16,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,9850,8046,215,0,0,0,0,0,0,0,0,0,0,235,102,0,
2020-12-16,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2153,2144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-16,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,1858,1380,18,0,0,0,0,0,0,0,0,0,0,56,0,0,
2020-12-16,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,402,397,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-16,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,1541,1184,71,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-16,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,6956,5504,60,0,0,0,0,0,0,0,0,0,0,191,0,0,
2020-12-16,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,141,137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-12-16,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,2552,1851,36,0,0,0,0,0,0,0,0,0,0,78,147,0,
2020-12-16,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,3524,2784,52,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-12-16,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,3907,3814,16,0,0,0,0,0,0,0,0,0,0,13,0,0,
2020-12-16,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,5602,4607,82,0,0,0,0,0,0,0,0,0,0,110,72,0,
2020-12-16,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,780,766,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-16,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,859,644,17,0,0,0,0,0,0,0,0,0,0,102,0,0,
2020-12-16,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,4178,2948,113,0,0,0,0,0,0,0,0,0,0,147,110,1,
2020-12-16,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,735,668,15,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-16,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,483,362,10,0,0,0,0,0,0,0,0,0,0,44,0,0,
2020-12-17,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,1116,1040,13,0,0,0,0,0,0,0,0,0,0,0,7,0,
2020-12-17,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,759,516,16,0,0,0,0,0,0,0,0,0,0,51,26,0,
2020-12-17,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,473,454,13,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-17,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,1494,1195,33,0,0,0,0,0,0,0,0,0,0,37,30,0,
2020-12-17,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,1002,972,28,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-17,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,197,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-17,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,1054,642,29,0,0,0,0,0,0,0,0,0,0,0,14,0,
2020-12-17,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,1105,819,13,0,0,0,0,0,0,0,0,0,0,16,33,0,
2020-12-17,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,3205,2392,25,0,0,0,0,0,0,0,0,0,0,39,87,0,
2020-12-17,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,2403,1584,34,0,0,0,0,0,0,0,0,0,0,208,1,3,
2020-12-17,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,263,211,10,0,0,0,0,0,0,0,0,0,0,1,6,0,
2020-12-17,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,11475,10457,139,0,0,0,0,0,0,0,0,0,0,216,220,1,
2020-12-17,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,10127,8241,215,0,0,0,0,0,0,0,0,0,0,277,195,0,
2020-12-17,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2153,2144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-17,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,1858,1380,19,0,0,0,0,0,0,0,0,0,0,0,0,1,
2020-12-17,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,402,397,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-17,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,1541,1285,71,0,0,0,0,0,0,0,0,0,0,0,101,0,
2020-12-17,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,7142,5508,61,0,0,0,0,0,0,0,0,0,0,186,4,1,
2020-12-17,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,141,139,1,0,0,0,0,0,0,0,0,0,0,0,2,0,
2020-12-17,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,2552,1851,38,0,0,0,0,0,0,0,0,0,0,0,0,2,
2020-12-17,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,3603,2786,52,0,0,0,0,0,0,0,0,0,0,79,2,0,
2020-12-17,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,3948,3814,16,0,0,0,0,0,0,0,0,0,0,41,0,0,
2020-12-17,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,5682,4682,84,0,0,0,0,0,0,0,0,0,0,80,75,2,
2020-12-17,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,780,766,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-17,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,859,644,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-17,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,4180,3041,114,0,0,0,0,0,0,0,0,0,0,2,93,1,
2020-12-17,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,735,669,15,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-17,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,527,362,10,0,0,0,0,0,0,0,0,0,0,44,0,0,
2020-12-18,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,1116,1041,13,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-18,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,779,516,16,0,0,0,0,0,0,0,0,0,0,20,0,0,
2020-12-18,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,473,454,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,1514,1195,33,0,0,0,0,0,0,0,0,0,0,20,0,0,
2020-12-18,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,1002,972,28,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,197,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,1060,700,29,0,0,0,0,0,0,0,0,0,0,6,58,0,
2020-12-18,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,1109,826,13,0,0,0,0,0,0,0,0,0,0,4,7,0,
2020-12-18,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,3264,2534,25,0,0,0,0,0,0,0,0,0,0,59,142,0,
2020-12-18,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,2405,1704,34,0,0,0,0,0,0,0,0,0,0,2,120,0,
2020-12-18,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,267,211,10,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-12-18,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,11717,10458,139,0,0,0,0,0,0,0,0,0,0,242,1,0,
2020-12-18,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,10127,8241,216,0,0,0,0,0,0,0,0,0,0,0,0,1,
2020-12-18,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2153,2144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,1858,1519,19,0,0,0,0,0,0,0,0,0,0,0,139,0,
2020-12-18,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,402,397,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,1610,1285,71,0,0,0,0,0,0,0,0,0,0,69,0,0,
2020-12-18,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,7315,5669,61,0,0,0,0,0,0,0,0,0,0,173,161,0,
2020-12-18,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,141,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,2587,2019,38,0,0,0,0,0,0,0,0,0,0,35,168,0,
2020-12-18,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,3647,2787,52,0,0,0,0,0,0,0,0,0,0,44,1,0,
2020-12-18,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,3965,3815,16,0,0,0,0,0,0,0,0,0,0,17,1,0,
2020-12-18,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,5739,4697,84,0,0,0,0,0,0,0,0,0,0,57,15,0,
2020-12-18,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,780,766,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,880,644,17,0,0,0,0,0,0,0,0,0,0,21,0,0,
2020-12-18,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,4394,3158,114,0,0,0,0,0,0,0,0,0,0,214,117,0,
2020-12-18,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,735,669,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-18,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,527,362,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-19,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,1116,1048,13,0,0,0,0,0,0,0,0,0,0,0,7,0,
2020-12-19,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,798,516,16,0,0,0,0,0,0,0,0,0,0,19,0,0,
2020-12-19,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,473,455,13,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-19,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,1515,1212,33,0,0,0,0,0,0,0,0,0,0,1,17,0,
2020-12-19,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,1086,972,28,0,0,0,0,0,0,0,0,0,0,84,0,0,
2020-12-19,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,197,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-19,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,1069,704,29,0,0,0,0,0,0,0,0,0,0,9,4,0,
2020-12-19,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,1119,826,13,0,0,0,0,0,0,0,0,0,0,10,0,0,
2020-12-19,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,3264,2534,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-19,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,2426,1704,34,0,0,0,0,0,0,0,0,0,0,21,0,0,
2020-12-19,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,267,217,10,0,0,0,0,0,0,0,0,0,0,0,6,0,
2020-12-19,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,11992,10570,139,0,0,0,0,0,0,0,0,0,0,275,112,0,
2020-12-19,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,10514,8385,216,0,0,0,0,0,0,0,0,0,0,387,144,0,
2020-12-19,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2153,2144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-19,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,1858,1590,19,0,0,0,0,0,0,0,0,0,0,0,71,0,
2020-12-19,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,402,398,3,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-19,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,1610,1286,71,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-19,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,7495,5734,61,0,0,0,0,0,0,0,0,0,0,180,65,0,
2020-12-19,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,141,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-19,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,2600,2023,38,0,0,0,0,0,0,0,0,0,0,13,4,0,
2020-12-19,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,3723,2787,52,0,0,0,0,0,0,0,0,0,0,76,0,0,
2020-12-19,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,3971,3815,16,0,0,0,0,0,0,0,0,0,0,6,0,0,
2020-12-19,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,5790,4778,84,0,0,0,0,0,0,0,0,0,0,51,81,0,
2020-12-19,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,780,767,12,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-19,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,880,644,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-19,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,4394,3237,115,0,0,0,0,0,0,0,0,0,0,0,79,1,
2020-12-19,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,735,711,15,0,0,0,0,0,0,0,0,0,0,0,42,0,
2020-12-19,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,527,362,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-20,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,1116,1048,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-20,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,811,541,16,0,0,0,0,0,0,0,0,0,0,13,25,0,
2020-12-20,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,473,456,13,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-20,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,1536,1238,33,0,0,0,0,0,0,0,0,0,0,21,26,0,
2020-12-20,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,1183,972,28,0,0,0,0,0,0,0,0,0,0,97,0,0,
2020-12-20,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,197,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-20,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,1069,764,29,0,0,0,0,0,0,0,0,0,0,0,60,0,
2020-12-20,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,1140,879,13,0,0,0,0,0,0,0,0,0,0,21,53,0,
2020-12-20,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,3312,2613,25,0,0,0,0,0,0,0,0,0,0,48,79,0,
2020-12-20,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,2434,1719,34,0,0,0,0,0,0,0,0,0,0,8,15,0,
2020-12-20,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,267,220,10,0,0,0,0,0,0,0,0,0,0,0,3,0,
2020-12-20,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,12270,10571,139,0,0,0,0,0,0,0,0,0,0,278,1,0,
2020-12-20,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,10678,8513,216,0,0,0,0,0,0,0,0,0,0,164,128,0,
2020-12-20,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2153,2144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-20,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,1858,1760,19,0,0,0,0,0,0,0,0,0,0,0,170,0,
2020-12-20,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,402,399,3,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-20,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,1610,1336,71,0,0,0,0,0,0,0,0,0,0,0,50,0,
2020-12-20,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,7568,5901,61,0,0,0,0,0,0,0,0,0,0,73,167,0,
2020-12-20,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,141,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-20,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,2610,2226,38,0,0,0,0,0,0,0,0,0,0,10,203,0,
2020-12-20,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,3749,2788,52,0,0,0,0,0,0,0,0,0,0,26,1,0,
2020-12-20,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,3973,3815,16,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-12-20,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,5861,4837,84,0,0,0,0,0,0,0,0,0,0,71,59,0,
2020-12-20,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,781,767,12,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-12-20,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,880,644,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-12-20,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,4613,3371,116,0,0,0,0,0,0,0,0,0,0,219,134,1,
2020-12-20,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,735,720,15,0,0,0,0,0,0,0,0,0,0,0,9,0,
2020-12-20,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,527,363,10,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-12-21,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,1160,1048,13,0,0,0,0,0,0,0,0,0,0,44,0,0,
2020-12-21,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,823,542,16,0,0,0,0,0,0,0,0,0,0,12,1,0,
2020-12-21,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,474,456,13,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-12-21,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,1537,1238,33,0,0,0,0,0,0,0,0,0,0,1,0,0,
